Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References,Compilation_Source,,UTM_Zone,UTM_Easting,UTM_Northing,Comment,Tectonic_Unit
91-19,1157,1,1,U/Pb,Metamorphic,"Single concordant (>0.1%) fraction, age is 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.48016,-79.95577,No topographic description.,Mesoproterozoic Composite Arc allochthon - Parry Sound domain,Metamorphic,metapelitic gneiss,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33,  p. 1225-1259",GSCdatabase,,,,,,
Huntsville orthogn,1068,5,5,U/Pb,Metamorphic,Preliminary age reported at conference; no analytical details provided. Information and age quality to be verified by user. Authors subsequently published ages from this study (CJES 1998) without this age; it may be of low reliability,Monazite,TIMS,Unverified,Grenville Province,ON,45.32505,-78.9998,Coordinates approximate.,"Central Gneiss Belt, Huntsville domain - Huntsville thrust sheet",Metamorphic,granitic orthogneiss,"Nadeau, L. and van Breeman, O., 1990. U-Pb ages of Middle Proterozoic deformation, metamorphism and plutonism, Huntsville region, southwestern Grenville orogen; Abitibi-Grenville Lithoprobe, Workshop, 31 October-2 November 1990, Abstract Volume,  p. 33-33",GSCdatabase,,,,,,
V192,1678,24,14,U/Pb,Metamorphic,"2 fractions, 1 is 2% discordant, the other is -1% (reversely) discordant. Age is intercept of line projected through the normally-discordant fraction and maximum age (mean Pb/U age), considered ""best estimate"".",Monazite,TIMS,Estimate,Grenville Province,NL,54.51833,-57.15,"Southeastern tip of Pidgeon Island, Smokey Archipegalo.  Coordinates interpolated from sketch map in report relative to on-line digital mapping of NGS.",Transitiional domain (to Makkovik) - Pidgeon Island gneiss,Metamorphic,"medium- to coarse-grained, stongly foliated, recrystallized, sparsely K-feldspar-megacrystic granodiorite","Krogh, T.E., Kamo, S., Gower, C.F. and Owen, J.V., 2002. Augmented and reassessed U-Pb geochoronlogical data from the Labradorian-Grenvillian front in the Smokey archipelago, eastern labrador; Canadian Journal of Earth Sciences, v. 39,  p. 831-843",GSCdatabase,,,,,,
Ontario,1100,0,0,U/Pb,Metamorphic,"Min age of metamorphism. Grey-literature, preliminary age. Report unavailable at time of posting to Knowledgebase: information and age quality to be verified by user.",Monazite,TIMS,Unverified,Grenville Province,ON,45.46673,-78.19977,Coordinates approximate.,Central Gneiss Belt - unknown,Metamorphic,granulite facies paragneiss,"Carr, S. and Berman, R., 1996. Metamorphic history of the Central Metasedimentary Belt boundary thrust zone and adjacent footwall rocks in the Algonquin domain (Central Gneiss Belt); Bancroft-Whitney-Barry's Bay area, Ontario Grenville; Abitibi-Grenville Lithoprobe, Atelier 96,  p. 8-8",GSCdatabase,,,,,,
BUR44,1000,2,2,U/Pb,Metamorphic,"2 fractions, concordant and reversely discordant, age is 207Pb/206Pb age of the concordant fraction. Other one is 996 Ma (-0.3% disc)",Monazite,TIMS,Direct,Grenville Province,ON,46.47832,-80.75887,No topographic reference given in report; located by UTM in appendix,Grenville Front Tectonic Zone - unknown,Metamorphic,pelitic schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114,  p. 13-26",GSCdatabase,,,,,,
REN82a-28,1041,2,2,U/Pb,Metamorphic,"Single concordant fraction, age is 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.58052,-77.16591,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Elzevir Terrane - unknown",Metamorphic,pelitic schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114,  p. 13-26",GSCdatabase,,,,,,
C-96-5,989,4,4,U/Pb,Metamorphic,"4 fractions analyzed, concordant to slightly discordant, age is upper limit of 207Pb/206Pb ages. See separate age entry for lower limit (goes to indicate metamorphism episodic).",Monazite,TIMS,Direct,Grenville Province,ON,46.60991,-80.58343,"Street Township, near Grenville Fault",Grenville Front tectonic zone - unknown,Metamorphic,(rutile staurolite muscovite) kyanite garnet biotite plagioclase quartz gneiss,"Corfu, F. and Easton, R.M., 2000. U-Pb evidence for polymetamorphic history of Huronian rocks in the Grenville Front Tectonic Zone east of Sudbury, Ontario; Chemical Geology, v. 172,  p. 149-171",GSCdatabase,,,,,,
C-94-14,1148,4,4,U/Pb,Metamorphic,"Single concordant fraction, age is 207Pb/206 Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.18539,-76.25423,Approx. 3 km SW of Almonte.,Frontenac terrane - Wolf Grove structure,Metamorphic,medium- to coarse-grained migmatitic gneiss layer of overall granodioritic composition,"Corfu, F. and Easton, R.M., 1997. Sharbot Lake terrane and its relationships to Frontenac terrane, Central Metasedimentary Belt, Grenville Orogen: new insights from U-Pb geochronology; Canadian Journal of Earth Sciences, v. 34,  p. 1239-1257",GSCdatabase,,,,,,
French River qtz,1062,15,15,U/Pb,Metamorphic,Grey-literature: information and age quality to be verified by user,Monazite,TIMS,Unverified,Grenville Province,ON,46.05004,-80.58318,Location approximate.,Grenville Province - French River quartzite,Metamorphic,quartzite / quartz arenite,"Krogh, T.E., 1989. Provenance and metamorphic ages in the Grenville, Northwest Teritories; Lithoprobe Abitibi-Grenville Project Workshop, March 1989,  p. 5-7",GSCdatabase,,,,,,
C-96-6,987,3,3,U/Pb,Metamorphic,"4 fractions analyzed, cluster on or just below concordia. This age is for oldest 207Pb/206Pb age; two ages are given on basis that metamorphic monazite growth was likely episodic. Detrital zircon analyzed but all strongly discordant; not meaningful.",Monazite,TIMS,Estimate,Grenville Province,ON,46.61098,-80.58303,"Street Township, near Grenville Fault",Grenville Front tectonic zone - unknown,Metamorphic,(rutile kyanite staurolite) garnet biotite muscovite plagioclase quartz schist,"Corfu, F. and Easton, R.M., 2000. U-Pb evidence for polymetamorphic history of Huronian rocks in the Grenville Front Tectonic Zone east of Sudbury, Ontario; Chemical Geology, v. 172,  p. 149-171",GSCdatabase,,,,,,
1381,1026,2,2,U/Pb,Metamorphic,"3 single-grain analyses, concordant and overlapping. Age is mean 207Pb/206Pb age of the 2 best fractions",Monazite,TIMS,Direct,Grenville Province,QC,45.59449,-75.6955,"600 m NW of Lac a la Perdrix and 300 m W of the Lac a la Perdrix-Lac Ronde road, Templeton Twp SW Quebec",Central Metasedimentary Belt - Lac a la Perdrix fenite,Metamorphic,fenite (magnesio-arfvedsonite-calcite-barite-albite-fluorapatite rock) (skarn),"Hogarth, D.D. and van Breemen, O., 1996. Geology and age of the Lac a la Perdrix fenite, southern Gatineau district, Quebec; Radiogenic Age and Isotopic Studies, Report 9, Geological Survey of Canada, Paper 1995-F,  p. 33-41",GSCdatabase,,,,,,
JG-190,1075,0,0,U/Pb,Metamorphic,Grey-literature: information and age quality to be verified by user.,Monazite,TIMS,Unverified,Grenville Province,ON,45.23339,-77.64975,Coordinates approximate.,Central Metasedimentary Belt - in CMBbtz,Metamorphic,Schist,"Burr, J.L. and Carr, S.D., 1994. Structural geometry and U-Pb geochronology near Lithoprobe seismic line 32, western Central Metasedimentary Belt, Grenville Province, Ontario; Lithoprobe Abitibi-Grenville Project Report Number 41,  p. 59-62",GSCdatabase,,,,,,
JG-113,1058,0,0,U/Pb,Metamorphic,Grey-literature: information and age quality to be verified by user.,Monazite,TIMS,Unverified,Grenville Province,ON,45.10839,-77.77475,Coordinates approximate.,Central Metasedimentary Belt - in CMB above CMBtz,Metamorphic,schist,"Burr, J.L. and Carr, S.D., 1994. Structural geometry and U-Pb geochronology near Lithoprobe seismic line 32, western Central Metasedimentary Belt, Grenville Province, Ontario; Lithoprobe Abitibi-Grenville Project Report Number 41,  p. 59-62",GSCdatabase,,,,,,
1b MLt,1162,5,5,U/Pb,Metamorphic,"5 fractions (4 single-grain), all concordant to near-concordant over 1166 to 1138 (interval of metamorphism). 3 have high degree of overlap; age is range of 207Pb/206Pb ages of the 3.",Monazite,TIMS,Estimate,Grenville Province,QC,46.05561,-74.92186,From eastern part of terrane. Coordinates interpolated from regional-scale sketch map in report.,Mont-Laurier terrane - unknown,Metamorphic,fine-grained pink (quartz microcline hornblende magnetite) alaskitic gneiss,"Friedman, R.M. and Martignole, J., 1995. Mesoproterozoic sedimentation, magmatism, and metamorphism in the southern part of the Grenville Province (Western Quebec): U-Pb geochronological constraints; Canadian Journal of Earth Sciences, v. 32,  p. 2103-2114",GSCdatabase,,,,,,
F-20,1070,22,22,U/Pb,Metamorphic,"5 single-grain fractions, 0-4% discordant, 7/6Pb ages range from 1049 to 1092 Ma, scatter just below concordia. Age is range of 207Pb/206Pb ages, or interval of metamorphic monazite production.",Monazite,TIMS,Estimate,Grenville Province,QC,46.90006,-76.41635,"On Hwy 117, 135 km S of Grenville Front. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item.",Reservoir Dozois terrane - Renzy shear zone,Metamorphic,gneiss; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30,  p. 1056-1065",GSCdatabase,,,,,,
Location 4,2643,5,5,U/Pb,Peak Metamorphic,"2 fractions, (1 abr), discordant (3% and 6%), age is upper intercept of line projected from Grenvillian lower intercept (set at 1000 Ga). Dates granulite-facies metamorphism.",Monazite,TIMS,Estimate,Grenville Province,QC,47.60008,-77.0997,"Val d'Or area, from a quarry approx. 30 km SE of the front. Coordinates approximated from regional-scale sketch map in report.",Grenville Front Tectonic Zone - unknown,Plutonic,orthopyroxene-bearing pegmatitic patch (meter-wide) in heterogeneous granulite gneiss,"Krogh, T.E., 1994. Precise U-Pb ages for Grenvillian and pre-Grenvillian thrusting of Proterozoic and Archean metamorphic assemblages in the Grenville Front tectonic zone, Canada; Tectonics, v. 13,  p. 963-982",GSCdatabase,,,,,,
Location 2a,988,2,2,U/Pb,Metamorphic,"Single monazite grain analysis, slighlty reversely discordant (-0.8%), age is 207Pb/235U age.",Monazite,TIMS,Direct,Grenville Province,ON,46.43337,-80.81653,South of Sudbury. Coordinates approximated from regional-scale sketch map in report.,Grenville Front Tectonic Zone - NE trending mylonite zone,Plutonic,"white pegmatite, cataclastically deformed","Krogh, T.E., 1994. Precise U-Pb ages for Grenvillian and pre-Grenvillian thrusting of Proterozoic and Archean metamorphic assemblages in the Grenville Front tectonic zone, Canada; Tectonics, v. 13,  p. 963-982",GSCdatabase,,,,,,
88DUD 01,1442,1.3,1.3,U/Pb,Metamorphic,"2 fractions analyzed, age is 207Pb/206Pb age of older of the two concordant single-grain fractions. Other one has 7/6 age of 1440 ?2 Ma. Zircon also analyzed; discordant, scattered: not resolvable into an age.",Monazite,TIMS,Direct,Grenville Province,ON,46.09579,-81.1176,"Highway 637, 0.9 km E of bridge over Mahzenazing River","Grenville Province - unknown gneiss, hosts Sudbury Dykes",Metamorphic,biotite garnet schist with coarse (>1 cm) garnet porphyroblasts,"Dudas, F.O., Davidson, A. and Bethune, K.M., 1994. Age of the Sudbury diabase dykes and their metamorphism in the Grenville Province, Ontario; Radiogenic Age and Isotopic Studies: Report 8; Geological Survey of Canada Paper 94-F,  p. 97-106",GSCdatabase,,,,,,
88DUD 07,1447,1.2,1.2,U/Pb,Metamorphic,"3 fractions analyzed, one is fully concordant at the age (207Pb/206Pb age). Other two, and 4 fractions of zircon, are all discordant, scattered.",Monazite,TIMS,Estimate,Grenville Province,ON,46.13568,-80.99793,Highway 637 between Attlee and Broker lakes,"Grenville Province - unknown gneiss, hosts Sudbury Dykes",Metamorphic,"fine-grained quartzofeldspathic gneiss with garnet, but no biotite","Dudas, F.O., Davidson, A. and Bethune, K.M., 1994. Age of the Sudbury diabase dykes and their metamorphism in the Grenville Province, Ontario; Radiogenic Age and Isotopic Studies: Report 8; Geological Survey of Canada Paper 94-F,  p. 97-106",GSCdatabase,,,,,,
RF91-4,1157.5,2.5,2.5,U/Pb,Peak Metamorphic,"3 single-grain fractions of metamorphic monazite, cluster near concordia (partly overlap it and each other). Age is range of 207Pb/206Pb and U-Pb ages.",Monazite,TIMS,Estimate,Grenville Province,QC,46.05561,-74.92186,"At village of .Lac Simon at SE end of Lac des Trois, ontagnes.  Coordinates from sketch map. Note that lab records have some distance away from this at 46-09-12N 74-55-20W; report taken as correct.","Mont-Laurier terrane, Central Metasedimentary Belt - Grenville Supergroup",Metamorphic,metapelite: tourmaline-rich garnet-kyanite-sillimanite-biotite K-feldspar aluminous gneiss,"Friedman, R.M. and Martignole, J., 1995. Mesoproterozoic sedimentation, magmatism, and metamorphism in the southern part of the Grenville Province (Western Quebec): U-Pb geochronological constraints; Canadian Journal of Earth Sciences, v. 32,  p. 2103-2114",GSCdatabase,,,,,,
1998-JN-2032A,1158.9,2.1,2.1,Pb/Pb,Metamorphic,None,Monazite,TIMS,Direct,Grenville Province,QC,46.83809,-75.48251,None,"[mpro]bet3 | Mesoproterozoique, Suite intrusive de Bethune",Metamorphic,Gneiss: Gneiss monzogranitique,"Davis, D.W., Nantel, S., 2016. Datations U-Pb dans la partie nord de la Ceinture centrale des metasediments, Province de Grenville, region de Mont-Laurier,  p. 52",GSCdatabase,,,,,,
VO92-015C,1500,0,0,U/Pb,Metamorphic,"4 fractions (2 are single-grain), variably discordant. Not sufficiently colinear for regression; broadly defined upper and lower intercepts at ca. 1580 and 1000 Ma. The two single-grain analyses provide more better estimate at 1500 to 1020 Ma.",Monazite,TIMS,Estimate,Grenville Province,NL,52.0475,-55.78917,"Pleasure Cove, Labrador. Coordinates approximated from sketch map in report.",Pinware terrane - ?Pitts Harbour Group,Sedimentary,"white-weathering, well-bedded quartzite, from strongly deformed and folded supracrustal package","Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81,  p. 101-128",GSCdatabase,,,,,,
VO92-015C,1020,0,0,U/Pb,Metamorphic,"4 fractions (2 are single-grain), variably discordant. Not sufficiently colinear for regression; broadly defined upper and lower intercepts at ca. 1580 and 1000 Ma. The two single-grain analyses provide more better estimate at 1500 to 1020 Ma.",Monazite,TIMS,Estimate,Grenville Province,NL,52.0475,-55.78917,"Pleasure Cove, Labrador. Coordinates approximated from sketch map in report.",Pinware terrane - ?Pitts Harbour Group,Sedimentary,"white-weathering, well-bedded quartzite, from strongly deformed and folded supracrustal package","Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81,  p. 101-128",GSCdatabase,,,,,,
CG93-268A,979,201,201,U/Pb,Metamorphic,"1 fraction, concordant, age is 207Pb/206Pb age.",Monazite,TIMS,Estimate,Grenville Province,NL,51.57083,-56.7375,"L'Anse-au-Diable, Labrador. Coordinates approximated from sketch map in report.",Pinware terrane - ?Pitts Harbour Group,Volcanic,banded volcanoclastic (?) rock,"Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81,  p. 101-128",GSCdatabase,,,,,,
CG93-027A,982,5,5,U/Pb,Metamorphic,"2 fractions, 1 is concordant with U-Pb ages as given. 207Pb/206Pb age is 985 ?5 Ma.",Monazite,TIMS,Estimate,Grenville Province,NL,51.76528,-56.5875,"Near Country Cat Pond, Labrador. Coordinates approximated from sketch map in report.",Pinware terrane - unknown,Plutonic,gneissic quartz monzonite,"Wasteneys, H.A., Kamo, S.L., Moser, D., Krogh, T.E., Gower, C.F. and Owen, J.V., 1997. U-Pb geochronological constraints on the geological evolution of the Pinware terrane and adjacent areas, Grenville Province, southeast Labrador, Canada; Precambrian Research, v. 81,  p. 101-128",GSCdatabase,,,,,,
96-PV-1230,1028,4,4,U/Pb,Metamorphic,207Pb/206Pb age of single monazite,Monazite,TIMS,Direct,Grenville Province,QC,51.26394,-61.39252,"dans la partie nord du Complexe de Boulain, a quelques kilometres au nord du lac Poullet",Complexe de Boulain - Gneiss granitique,Plutonic,"Le Complexe de Boulain comprend un asemblage de gneiss de composition granitique a tonalitique par endroits et dans lesquels sont intercales du granite, du gabbro et de la pegmatitie deformes et metamorphoses","Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118",GSCdatabase,,,,,,
AG-98-1331A,1063,2,2,U/Pb,Metamorphic,"Oldest of four single grain monazite analyses; two intermediate ages are 1058 ?2 Ma, and 1054 ?2 Ma",Monazite,TIMS,Direct,Grenville Province,QC,50.6548,-65.29737,pres de Sept-Iles,Complexe de Manitou - Paragneiss a biotite-grenat-sillimanite-graphite,Metamorphic,paragneiss de Biotite-sillimanite-grenat-graphite ; gneissossite (syn-M2) defini par des couches de mobilisate et des lisses de biotite. L'echantillon contient egalement un tissu planaire axial (syn-M3 ?) defini par une deuxieme generation de biotite,"Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118",GSCdatabase,,,,,,
AG-98-1331A,1047,2,2,U/Pb,Metamorphic,Youngest of for concordant single monazite grains,Monazite,TIMS,Direct,Grenville Province,QC,50.6548,-65.29737,pres de Sept-Iles,Complexe de Manitou - Paragneiss a biotite-grenat-sillimanite-graphite,Metamorphic,paragneiss de Biotite-sillimanite-grenat-graphite ; gneissossite (syn-M2) defini par des couches de mobilisate et des lisses de biotite. L'echantillon contient egalement un tissu planaire axial (syn-M3 ?) defini par une deuxieme generation de biotite,"Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118",GSCdatabase,,,,,,
AG-99-1311A,1076,4,4,U/Pb,Metamorphic,weighted mean age of three monazite analyse; 0.3 - 0.5% discordant ; single grains,Monazite,TIMS,Direct,Grenville Province,QC,50.85312,-65.9413,pres de Sept-Iles,Complexe de Manitou - Paragneiss a biotite-grenat-sillimanite,Metamorphic,les paragneiss de Biotite-sillimanite-grenat ont ete metamorphose aux facies d'amphibolite mi a superieur.,"Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118",GSCdatabase,,,,,,
AG-99-1311A,1100,2,2,U/Pb,Metamorphic,Single concordant analysis,Monazite,TIMS,Direct,Grenville Province,QC,50.85312,-65.9413,pres de Sept-Iles,Complexe de Manitou - Paragneiss a biotite-grenat-sillimanite,Metamorphic,les paragneiss de Biotite-sillimanite-grenat ont ete metamorphose aux facies d'amphibolite mi a superieur.,"Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118",GSCdatabase,,,,,,
99-PV-2133A,1008,2,2,U/Pb,Metamorphic,oldest of four single grain monazite grains; two intermediate ages are 1005 Ma and 1000 Ma.  Continuous monazite growth is inferred from 1008 Ma to 998 Ma,Monazite,TIMS,Direct,Grenville Province,QC,50.28293,-62.55183,Sur le roadcut en Baie de Pontbriand,Complexe d'Aguanish - Granite porphyrique,Plutonic,"Granit gris feuillete, presque gneissique. Le granit recoupe des sediments du groupe de Wakeham.","Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118",GSCdatabase,,,,,,
99-PV-2133A,998,2,2,U/Pb,Metamorphic,Youngest of four monazite ages,Monazite,TIMS,Direct,Grenville Province,QC,50.28293,-62.55183,Sur le roadcut en Baie de Pontbriand,Complexe d'Aguanish - Granite porphyrique,Plutonic,"Granit gris feuillete, presque gneissique. Le granit recoupe des sediments du groupe de Wakeham.","Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118",GSCdatabase,,,,,,
95-120,1004,2,2,U/Pb,Metamorphic,"2 fractions, slightly reversely discordant. Monazites have overgrowths indicating metamorphic origin. Age is 207Pb/206Pb age of the younger fraction (-0.6% discordant). Other fraction is 1027 ?1 Ma. ""maximum estimate"".",Monazite,TIMS,Maximum Estimate,Grenville Province,NL,50.06167,-56.93667,Immediately downstream from the Cat Arm dam. Coordinates approximated from sketch map in report relative to online digital mapping of NGS.,"Long Range inlier (Grenvillian), in Humber Zone - Cat Arm Road gneiss",Plutonic,foliated medium-grained gray granite,"Heaman, L.M., Erdmer, P. and Owen, J.V., 2002. U-Pb geochronologic constraints on the crustal evolution of the Long Range Inlier, Newfoundland; Canadian Journal of Earth Sciences, v. 39,  p. 845-865",GSCdatabase,,,,,,
CG(84)-495,1030,2,2,U/Pb,Metamorphic,"Single near concordant fraction, age is 207Pb/206Pb age. %discordance not reported; ellipse touches concordia. Colinear with 2 discordant titanites which suffered post-xtall'n Pb-loss.","Monazite, Titanite",TIMS,Direct,Grenville Province,NL,53.21145,-57.76266,"41 km southwest of Paradise River settlement, 1 km northwest of the informally named Second Choice Lake, Labrador. Coordinates interpolated from regional-scale sketch map in report (by NGS compilers)",Mealy Mountains terrane - unknown,Metamorphic,migmatitic orthogneiss,"Scharer, U., Krogh, T.E. and Gower, C.F., 1986. Age and evolution of the Grenville Province in eastern Labrador from U - Pb systematics in accessory minerals; Contributions to Mineralogy and Petrology, v. 94,  p. 438-451",GSCdatabase,,,,,,
F-3,1004,3,3,U/Pb,Metamorphic,"2 fractions each of monazite and xenotime, reversely discordant to discordant, 3 are colinear (incl. the 2 rev. discordant analyses). Age is upper intercept of regression using these 3 (MSWD not reported).","Monazite, Xenotime",TIMS,Estimate,Grenville Province,QC,47.42425,-77.04998,On Hwy 117. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item.,Reservoir Dozois terrane - unknown; Reservoir Dozois terrane,Metamorphic,gneiss; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30,  p. 1056-1065",GSCdatabase,,,,,,
